regulatoryGene	targetGene	weight	TF_gene	TF
Nitab4.5_0004955g0020	Nitab4.5_0000856g0010	0.051288439	HB	TF
Nitab4.5_0007303g0020	Nitab4.5_0004482g0020	0.051284187	C3H	TF
Nitab4.5_0001930g0010	Nitab4.5_0000073g0060	0.051257868	mTERF	TF
Nitab4.5_0000497g0200	Nitab4.5_0002914g0140	0.051250142	LIM	TF
Nitab4.5_0002419g0050	Nitab4.5_0000681g0080	0.05124913	AP2-EREBP	TF
Nitab4.5_0008488g0010	Nitab4.5_0010094g0010	0.051233999	MYB	TF
Nitab4.5_0005992g0010	Nitab4.5_0000919g0010	0.051229197	WRKY	TF
Nitab4.5_0008488g0010	Nitab4.5_0000300g0140	0.051215897	MYB	TF
Nitab4.5_0011780g0020	Nitab4.5_0001982g0050	0.051211792	bZIP	TF
Nitab4.5_0000368g0350	Nitab4.5_0000194g0290	0.051189014	GRAS	TF
Nitab4.5_0005726g0020	Nitab4.5_0007090g0020	0.051157734	HB	TF
Nitab4.5_0001865g0010	Nitab4.5_0003068g0060	0.051125733	HB	TF
Nitab4.5_0025760g0010	Nitab4.5_0000296g0010	0.051101864	WRKY	TF
Nitab4.5_0010381g0010	Nitab4.5_0003558g0010	0.051096278	bHLH	TF
Nitab4.5_0000302g0200	Nitab4.5_0000023g0480	0.051091909	MYB	TF
Nitab4.5_0007330g0040	Nitab4.5_0009955g0050	0.051090572	DBP	TF
Nitab4.5_0000895g0070	Nitab4.5_0003884g0020	0.051069235	MYB	TF
Nitab4.5_0001930g0010	Nitab4.5_0000083g0250	0.051030007	mTERF	TF
Nitab4.5_0000400g0140	Nitab4.5_0002717g0050	0.051017594	AP2-EREBP	TF
Nitab4.5_0025760g0010	Nitab4.5_0000151g0410	0.050996906	WRKY	TF
Nitab4.5_0000850g0070	Nitab4.5_0012109g0010	0.05094914	G2-like	TF
Nitab4.5_0000989g0080	Nitab4.5_0000441g0070	0.050942713	C2C2-CO-like	TF
Nitab4.5_0004300g0180	Nitab4.5_0001979g0030	0.050880904	NAC	TF
Nitab4.5_0025760g0010	Nitab4.5_0006088g0020	0.050878467	WRKY	TF
Nitab4.5_0001762g0010	Nitab4.5_0003310g0030	0.050875224	HSF	TF
Nitab4.5_0007330g0040	Nitab4.5_0006635g0040	0.050856365	DBP	TF
Nitab4.5_0002715g0060	Nitab4.5_0003219g0010	0.050836731	GRAS	TF
Nitab4.5_0025760g0010	Nitab4.5_0018960g0010	0.050808324	WRKY	TF
Nitab4.5_0009676g0030	Nitab4.5_0001211g0060	0.050804572	bZIP	TF
Nitab4.5_0000600g0080	Nitab4.5_0000063g0070	0.050794582	AP2-EREBP	TF
Nitab4.5_0000850g0070	Nitab4.5_0002814g0010	0.050784091	G2-like	TF
Nitab4.5_0006144g0030	Nitab4.5_0005320g0020	0.050784057	MYB	TF
Nitab4.5_0001789g0110	Nitab4.5_0000688g0070	0.050716654	bZIP	TF
Nitab4.5_0001930g0010	Nitab4.5_0012832g0010	0.050680077	mTERF	TF
Nitab4.5_0001180g0220	Nitab4.5_0010616g0010	0.050674538	MYB	TF
Nitab4.5_0011780g0020	Nitab4.5_0002775g0060	0.050655046	bZIP	TF
Nitab4.5_0000005g0090	Nitab4.5_0011597g0020	0.050647069	MYB	TF
Nitab4.5_0001962g0080	Nitab4.5_0002255g0010	0.050572307	RWP-RK	TF
Nitab4.5_0009734g0010	Nitab4.5_0000621g0130	0.050549185	C2C2-CO-like	TF
Nitab4.5_0000188g0310	Nitab4.5_0002255g0010	0.050536344	NAC	TF
Nitab4.5_0000888g0030	Nitab4.5_0013376g0010	0.050518221	AP2-EREBP	TF
Nitab4.5_0000600g0080	Nitab4.5_0002182g0080	0.050500331	AP2-EREBP	TF
Nitab4.5_0001591g0020	Nitab4.5_0006998g0020	0.050480939	WRKY	TF
Nitab4.5_0007665g0050	Nitab4.5_0009181g0010	0.050467503	ARF	TF
Nitab4.5_0007387g0010	Nitab4.5_0002791g0020	0.0504619	C3H	TF
Nitab4.5_0025760g0010	Nitab4.5_0008527g0020	0.050441099	WRKY	TF
Nitab4.5_0000989g0080	Nitab4.5_0000351g0060	0.050423092	C2C2-CO-like	TF
Nitab4.5_0000497g0200	Nitab4.5_0000625g0070	0.050363532	LIM	TF
Nitab4.5_0009714g0010	Nitab4.5_0018837g0020	0.050360319	MYB	TF
Nitab4.5_0009714g0010	Nitab4.5_0002055g0170	0.050355995	MYB	TF
Nitab4.5_0009714g0010	Nitab4.5_0012109g0010	0.050351468	MYB	TF
Nitab4.5_0000497g0200	Nitab4.5_0005400g0020	0.05031198	LIM	TF
Nitab4.5_0000258g0210	Nitab4.5_0003283g0040	0.050249072	bHLH	TF
Nitab4.5_0006156g0010	Nitab4.5_0001327g0040	0.050229743	S1Fa-like	TF
Nitab4.5_0001603g0110	Nitab4.5_0004955g0020	0.050205957	WRKY	TF
Nitab4.5_0013324g0010	Nitab4.5_0005373g0060	0.050181644	C2C2-CO-like	TF
Nitab4.5_0005472g0050	Nitab4.5_0005120g0100	0.050175458	NAC	TF
Nitab4.5_0007956g0050	Nitab4.5_0001662g0030	0.050143236	LOB	TF
Nitab4.5_0002182g0080	Nitab4.5_0001861g0120	0.050139536	C2C2-GATA	TF
Nitab4.5_0007375g0020	Nitab4.5_0002331g0010	0.05013623	WRKY	TF
Nitab4.5_0000284g0090	Nitab4.5_0002356g0060	0.050102358	TAZ	TF
Nitab4.5_0001204g0100	Nitab4.5_0009681g0010	0.050026888	NAC	TF
Nitab4.5_0008488g0010	Nitab4.5_0001379g0090	0.050000671	MYB	TF
Nitab4.5_0000850g0070	Nitab4.5_0001968g0090	0.049975262	G2-like	TF
Nitab4.5_0007375g0020	Nitab4.5_0008527g0010	0.049929252	WRKY	TF
Nitab4.5_0025760g0010	Nitab4.5_0007452g0030	0.049912602	WRKY	TF
Nitab4.5_0003477g0040	Nitab4.5_0000021g0560	0.049906445	bHLH	TF
Nitab4.5_0006850g0020	Nitab4.5_0008000g0020	0.049898461	bHLH	TF
Nitab4.5_0001555g0080	Nitab4.5_0000604g0110	0.049891824	DBP	TF
Nitab4.5_0002367g0010	Nitab4.5_0002428g0040	0.049879346	ARF	TF
Nitab4.5_0002289g0130	Nitab4.5_0002003g0050	0.049866976	AP2-EREBP	TF
Nitab4.5_0000227g0160	Nitab4.5_0000906g0030	0.049854839	C3H	TF
Nitab4.5_0012899g0010	Nitab4.5_0000063g0070	0.049843929	AP2-EREBP	TF
Nitab4.5_0006850g0020	Nitab4.5_0001525g0070	0.049729925	bHLH	TF
Nitab4.5_0001762g0010	Nitab4.5_0006226g0010	0.049719168	HSF	TF
Nitab4.5_0009939g0010	Nitab4.5_0007994g0010	0.049680013	HSF	TF
Nitab4.5_0000280g0010	Nitab4.5_0000063g0070	0.049675614	AP2-EREBP	TF
Nitab4.5_0007375g0020	Nitab4.5_0007452g0030	0.049665483	WRKY	TF
Nitab4.5_0001865g0010	Nitab4.5_0001922g0090	0.04965988	HB	TF
Nitab4.5_0000850g0070	Nitab4.5_0003757g0140	0.049653745	G2-like	TF
Nitab4.5_0007387g0010	Nitab4.5_0008566g0010	0.049622555	C3H	TF
Nitab4.5_0003309g0010	Nitab4.5_0001962g0080	0.049569227	zf-HD	TF
Nitab4.5_0011780g0020	Nitab4.5_0001519g0010	0.049563431	bZIP	TF
Nitab4.5_0007375g0020	Nitab4.5_0001581g0010	0.049559595	WRKY	TF
Nitab4.5_0000497g0200	Nitab4.5_0000628g0130	0.049553911	LIM	TF
Nitab4.5_0014729g0010	Nitab4.5_0000906g0090	0.04954018	Sigma70-like	TF
Nitab4.5_0005709g0020	Nitab4.5_0000057g0170	0.049539441	TCP	TF
Nitab4.5_0000673g0080	Nitab4.5_0006276g0010	0.049528152	MYB	TF
Nitab4.5_0009734g0010	Nitab4.5_0012487g0020	0.049511132	C2C2-CO-like	TF
Nitab4.5_0002289g0130	Nitab4.5_0000595g0010	0.049445329	AP2-EREBP	TF
Nitab4.5_0007375g0020	Nitab4.5_0000023g0380	0.049440312	WRKY	TF
Nitab4.5_0003309g0010	Nitab4.5_0001841g0040	0.049379965	zf-HD	TF
Nitab4.5_0010633g0050	Nitab4.5_0000869g0030	0.049336475	MYB	TF
Nitab4.5_0006144g0030	Nitab4.5_0000864g0050	0.049278995	MYB	TF
Nitab4.5_0006850g0020	Nitab4.5_0001861g0120	0.049274879	bHLH	TF
Nitab4.5_0007330g0040	Nitab4.5_0009614g0010	0.049269443	DBP	TF
Nitab4.5_0001755g0060	Nitab4.5_0007527g0010	0.049261034	C2C2-GATA	TF
Nitab4.5_0000058g0020	Nitab4.5_0010110g0030	0.049252772	AP2-EREBP	TF
Nitab4.5_0008488g0010	Nitab4.5_0002782g0040	0.049234397	MYB	TF
Nitab4.5_0009714g0010	Nitab4.5_0000083g0250	0.049222627	MYB	TF
Nitab4.5_0002289g0130	Nitab4.5_0005722g0010	0.049197812	AP2-EREBP	TF
Nitab4.5_0010633g0050	Nitab4.5_0000403g0030	0.04918776	MYB	TF
Nitab4.5_0001962g0080	Nitab4.5_0000990g0040	0.049136967	RWP-RK	TF
Nitab4.5_0001317g0160	Nitab4.5_0000322g0190	0.049100293	bZIP	TF
Nitab4.5_0003477g0040	Nitab4.5_0003044g0090	0.0490917	bHLH	TF
Nitab4.5_0003309g0010	Nitab4.5_0000215g0030	0.049081409	zf-HD	TF
Nitab4.5_0000308g0220	Nitab4.5_0007005g0020	0.049049926	bHLH	TF
Nitab4.5_0000644g0190	Nitab4.5_0012898g0020	0.049045048	C3H	TF
Nitab4.5_0007387g0010	Nitab4.5_0010146g0020	0.049026663	C3H	TF
Nitab4.5_0002182g0080	Nitab4.5_0000600g0080	0.049026504	C2C2-GATA	TF
Nitab4.5_0001930g0010	Nitab4.5_0002354g0110	0.049006605	mTERF	TF
Nitab4.5_0000141g0300	Nitab4.5_0005838g0020	0.048952836	HB	TF
Nitab4.5_0002236g0020	Nitab4.5_0000585g0030	0.048936928	AP2-EREBP	TF
Nitab4.5_0001204g0100	Nitab4.5_0001269g0060	0.048936449	NAC	TF
Nitab4.5_0010633g0050	Nitab4.5_0001327g0040	0.048935812	MYB	TF
Nitab4.5_0004657g0030	Nitab4.5_0002588g0020	0.048917632	ARF	TF
Nitab4.5_0001930g0010	Nitab4.5_0001622g0130	0.048916476	mTERF	TF
Nitab4.5_0006628g0020	Nitab4.5_0008600g0010	0.048879772	HB	TF
Nitab4.5_0002367g0010	Nitab4.5_0000652g0210	0.048772739	ARF	TF
Nitab4.5_0005993g0040	Nitab4.5_0000288g0110	0.048748461	NAC	TF
Nitab4.5_0003995g0040	Nitab4.5_0007468g0020	0.048745729	C2C2-Dof	TF
Nitab4.5_0001930g0010	Nitab4.5_0001278g0050	0.048729077	mTERF	TF
Nitab4.5_0000044g0100	Nitab4.5_0003083g0010	0.048728044	AP2-EREBP	TF
Nitab4.5_0003182g0070	Nitab4.5_0000284g0090	0.04870424	MADS	TF
Nitab4.5_0009447g0010	Nitab4.5_0010125g0040	0.048697151	bZIP	TF
Nitab4.5_0000005g0090	Nitab4.5_0005544g0070	0.048669991	MYB	TF
Nitab4.5_0000280g0010	Nitab4.5_0004928g0060	0.048633936	AP2-EREBP	TF
Nitab4.5_0001555g0080	Nitab4.5_0003244g0020	0.048608659	DBP	TF
Nitab4.5_0002543g0050	Nitab4.5_0000469g0040	0.048582309	bZIP	TF
Nitab4.5_0007375g0020	Nitab4.5_0003290g0030	0.048581717	WRKY	TF
Nitab4.5_0000497g0200	Nitab4.5_0008792g0010	0.048580376	LIM	TF
Nitab4.5_0007375g0020	Nitab4.5_0006329g0010	0.048559614	WRKY	TF
Nitab4.5_0001735g0010	Nitab4.5_0002331g0010	0.048535442	C2H2	TF
Nitab4.5_0000497g0200	Nitab4.5_0009495g0020	0.048532572	LIM	TF
Nitab4.5_0001865g0010	Nitab4.5_0002859g0020	0.048523472	HB	TF
Nitab4.5_0000287g0240	Nitab4.5_0000716g0020	0.048513956	bZIP	TF
Nitab4.5_0003219g0010	Nitab4.5_0002367g0010	0.04850521	AP2-EREBP	TF
Nitab4.5_0000188g0310	Nitab4.5_0001857g0030	0.048454738	NAC	TF
Nitab4.5_0000287g0240	Nitab4.5_0001269g0060	0.048448203	bZIP	TF
Nitab4.5_0000850g0070	Nitab4.5_0027240g0010	0.048439373	G2-like	TF
Nitab4.5_0000533g0010	Nitab4.5_0000115g0010	0.04841325	AP2-EREBP	TF
Nitab4.5_0002367g0010	Nitab4.5_0001402g0030	0.048407692	ARF	TF
Nitab4.5_0011320g0010	Nitab4.5_0005006g0040	0.048362016	C2C2-Dof	TF
Nitab4.5_0007665g0050	Nitab4.5_0008653g0050	0.048352989	ARF	TF
Nitab4.5_0000850g0070	Nitab4.5_0002859g0140	0.048343302	G2-like	TF
Nitab4.5_0000188g0310	Nitab4.5_0000595g0010	0.048327668	NAC	TF
Nitab4.5_0003309g0010	Nitab4.5_0000416g0220	0.048309051	zf-HD	TF
Nitab4.5_0005992g0010	Nitab4.5_0001239g0110	0.048304469	WRKY	TF
Nitab4.5_0006852g0070	Nitab4.5_0000459g0060	0.048295751	HSF	TF
Nitab4.5_0003820g0040	Nitab4.5_0001820g0070	0.048260372	MYB	TF
Nitab4.5_0009447g0010	Nitab4.5_0004516g0020	0.048255418	bZIP	TF
Nitab4.5_0009734g0010	Nitab4.5_0010008g0010	0.048229044	C2C2-CO-like	TF
Nitab4.5_0000021g0670	Nitab4.5_0008580g0020	0.048177337	HSF	TF
Nitab4.5_0000895g0070	Nitab4.5_0000277g0030	0.048170928	MYB	TF
Nitab4.5_0010472g0010	Nitab4.5_0005838g0020	0.048157721	HSF	TF
Nitab4.5_0001180g0220	Nitab4.5_0002859g0020	0.048143959	MYB	TF
Nitab4.5_0003477g0040	Nitab4.5_0000673g0080	0.048121515	bHLH	TF
Nitab4.5_0002182g0080	Nitab4.5_0004613g0080	0.048090922	C2C2-GATA	TF
Nitab4.5_0003182g0070	Nitab4.5_0014911g0010	0.048088445	MADS	TF
Nitab4.5_0006144g0030	Nitab4.5_0003079g0110	0.048087357	MYB	TF
Nitab4.5_0004246g0040	Nitab4.5_0002105g0080	0.048086694	RWP-RK	TF
Nitab4.5_0000284g0090	Nitab4.5_0001486g0010	0.048055619	TAZ	TF
Nitab4.5_0000005g0090	Nitab4.5_0003138g0030	0.048045492	MYB	TF
Nitab4.5_0015619g0010	Nitab4.5_0000009g0170	0.048037351	ABI3VP1	TF
Nitab4.5_0001304g0070	Nitab4.5_0001544g0040	0.047991253	C2C2-Dof	TF
Nitab4.5_0009395g0020	Nitab4.5_0002649g0060	0.047986653	RWP-RK	TF
Nitab4.5_0001930g0010	Nitab4.5_0001622g0160	0.047986266	mTERF	TF
Nitab4.5_0001817g0020	Nitab4.5_0011908g0010	0.04796417	AP2-EREBP	TF
Nitab4.5_0002881g0030	Nitab4.5_0003384g0010	0.047961614	bHLH	TF
Nitab4.5_0014751g0010	Nitab4.5_0014015g0010	0.047935796	C2H2	TF
Nitab4.5_0008680g0030	Nitab4.5_0000037g0370	0.047901271	bHLH	TF
Nitab4.5_0000284g0090	Nitab4.5_0000595g0010	0.047899989	TAZ	TF
Nitab4.5_0003080g0080	Nitab4.5_0001308g0040	0.047895471	bZIP	TF
Nitab4.5_0008661g0050	Nitab4.5_0002466g0010	0.047894338	AP2-EREBP	TF
Nitab4.5_0002003g0070	Nitab4.5_0000238g0080	0.04788012	LOB	TF
Nitab4.5_0001591g0020	Nitab4.5_0005716g0030	0.047873278	WRKY	TF
Nitab4.5_0000974g0020	Nitab4.5_0000621g0130	0.047857812	C2C2-CO-like	TF
Nitab4.5_0005993g0040	Nitab4.5_0005164g0030	0.047832628	NAC	TF
Nitab4.5_0011780g0020	Nitab4.5_0012805g0010	0.047832242	bZIP	TF
Nitab4.5_0006144g0030	Nitab4.5_0000754g0260	0.047810862	MYB	TF
Nitab4.5_0000497g0200	Nitab4.5_0001840g0040	0.047785481	LIM	TF
Nitab4.5_0005992g0010	Nitab4.5_0006117g0030	0.047784706	WRKY	TF
Nitab4.5_0005176g0020	Nitab4.5_0003079g0110	0.047768349	C2H2	TF
Nitab4.5_0001930g0010	Nitab4.5_0011941g0010	0.047767546	mTERF	TF
Nitab4.5_0006850g0020	Nitab4.5_0000287g0180	0.047759762	bHLH	TF
Nitab4.5_0000989g0080	Nitab4.5_0005193g0030	0.047746476	C2C2-CO-like	TF
Nitab4.5_0004657g0030	Nitab4.5_0005156g0050	0.0477362	ARF	TF
Nitab4.5_0005914g0020	Nitab4.5_0001108g0010	0.047707556	NAC	TF
Nitab4.5_0001930g0010	Nitab4.5_0002814g0030	0.047693528	mTERF	TF
Nitab4.5_0000673g0080	Nitab4.5_0001485g0210	0.047685429	MYB	TF
Nitab4.5_0005779g0040	Nitab4.5_0000886g0020	0.047675223	HB	TF
Nitab4.5_0000308g0220	Nitab4.5_0001315g0200	0.04765823	bHLH	TF
Nitab4.5_0000280g0010	Nitab4.5_0001840g0040	0.047651417	AP2-EREBP	TF
Nitab4.5_0000287g0240	Nitab4.5_0024309g0010	0.047632514	bZIP	TF
Nitab4.5_0000081g0200	Nitab4.5_0002162g0080	0.04760189	MYB	TF
Nitab4.5_0013336g0010	Nitab4.5_0001662g0030	0.047590132	ARF	TF
Nitab4.5_0022090g0010	Nitab4.5_0003283g0040	0.047589186	RWP-RK	TF
Nitab4.5_0001163g0020	Nitab4.5_0001022g0030	0.047559102	CCAAT	TF
Nitab4.5_0000895g0070	Nitab4.5_0003045g0040	0.047550047	MYB	TF
Nitab4.5_0005914g0020	Nitab4.5_0002208g0100	0.047540008	NAC	TF
Nitab4.5_0000227g0160	Nitab4.5_0011140g0010	0.047507065	C3H	TF
Nitab4.5_0002304g0070	Nitab4.5_0000141g0300	0.047492236	C2C2-GATA	TF
Nitab4.5_0002289g0130	Nitab4.5_0007442g0020	0.047481896	AP2-EREBP	TF
Nitab4.5_0006069g0010	Nitab4.5_0000296g0110	0.04743087	LOB	TF
Nitab4.5_0000888g0030	Nitab4.5_0000403g0030	0.047420491	AP2-EREBP	TF
Nitab4.5_0004286g0050	Nitab4.5_0006628g0020	0.047417209	C2C2-Dof	TF
Nitab4.5_0003309g0010	Nitab4.5_0004261g0030	0.047414643	zf-HD	TF
Nitab4.5_0001082g0060	Nitab4.5_0000271g0230	0.047401132	TCP	TF
Nitab4.5_0000284g0090	Nitab4.5_0005511g0010	0.047392769	TAZ	TF
Nitab4.5_0001789g0110	Nitab4.5_0012491g0010	0.047374173	bZIP	TF
Nitab4.5_0013336g0010	Nitab4.5_0000628g0130	0.047373121	ARF	TF
Nitab4.5_0005992g0010	Nitab4.5_0007255g0010	0.047370148	WRKY	TF
Nitab4.5_0001865g0010	Nitab4.5_0000415g0070	0.047368587	HB	TF
Nitab4.5_0009514g0070	Nitab4.5_0001756g0090	0.047334579	PLATZ	TF
Nitab4.5_0007375g0020	Nitab4.5_0001600g0120	0.04729728	WRKY	TF
Nitab4.5_0007386g0010	Nitab4.5_0000343g0370	0.047264255	bZIP	TF
Nitab4.5_0004246g0040	Nitab4.5_0004282g0040	0.047256558	RWP-RK	TF
Nitab4.5_0002182g0080	Nitab4.5_0000090g0230	0.047251031	C2C2-GATA	TF
Nitab4.5_0010633g0050	Nitab4.5_0000503g0010	0.047246175	MYB	TF
Nitab4.5_0007527g0010	Nitab4.5_0000978g0100	0.047234264	C2C2-GATA	TF
Nitab4.5_0001180g0220	Nitab4.5_0000621g0080	0.047227236	MYB	TF
Nitab4.5_0025760g0010	Nitab4.5_0017813g0010	0.047225808	WRKY	TF
Nitab4.5_0007330g0040	Nitab4.5_0002944g0140	0.047221147	DBP	TF
Nitab4.5_0000227g0160	Nitab4.5_0002383g0010	0.047218206	C3H	TF
Nitab4.5_0007386g0010	Nitab4.5_0002096g0140	0.047217485	bZIP	TF
Nitab4.5_0001930g0010	Nitab4.5_0000351g0060	0.047169645	mTERF	TF
Nitab4.5_0001778g0090	Nitab4.5_0004008g0070	0.047159583	HSF	TF
Nitab4.5_0015619g0010	Nitab4.5_0002905g0040	0.04714802	ABI3VP1	TF
Nitab4.5_0002003g0070	Nitab4.5_0003558g0010	0.047124246	LOB	TF
Nitab4.5_0005914g0020	Nitab4.5_0003884g0020	0.047081764	NAC	TF
Nitab4.5_0000850g0070	Nitab4.5_0018837g0020	0.047015674	G2-like	TF
Nitab4.5_0001930g0010	Nitab4.5_0009716g0030	0.046997809	mTERF	TF
Nitab4.5_0002881g0030	Nitab4.5_0000046g0160	0.046980521	bHLH	TF
Nitab4.5_0001082g0060	Nitab4.5_0007164g0010	0.046979475	TCP	TF
Nitab4.5_0002419g0050	Nitab4.5_0000625g0070	0.046935186	AP2-EREBP	TF
Nitab4.5_0008680g0030	Nitab4.5_0002331g0010	0.046933661	bHLH	TF
Nitab4.5_0000673g0080	Nitab4.5_0001750g0040	0.046932966	MYB	TF
Nitab4.5_0001519g0010	Nitab4.5_0005756g0030	0.046916152	HSF	TF
Nitab4.5_0007740g0010	Nitab4.5_0002015g0070	0.046909335	C2C2-Dof	TF
Nitab4.5_0003774g0010	Nitab4.5_0002209g0120	0.046877845	MADS	TF
Nitab4.5_0007375g0020	Nitab4.5_0003322g0050	0.046870071	WRKY	TF
Nitab4.5_0000850g0070	Nitab4.5_0006300g0050	0.046867513	G2-like	TF
Nitab4.5_0009714g0010	Nitab4.5_0000043g0320	0.046854964	MYB	TF
Nitab4.5_0001997g0120	Nitab4.5_0000652g0210	0.046847058	MADS	TF
Nitab4.5_0001930g0010	Nitab4.5_0011597g0020	0.046838795	mTERF	TF
Nitab4.5_0025760g0010	Nitab4.5_0002823g0010	0.046827474	WRKY	TF
Nitab4.5_0014911g0010	Nitab4.5_0000956g0210	0.046819439	AP2-EREBP	TF
Nitab4.5_0000021g0670	Nitab4.5_0000006g0380	0.046812002	HSF	TF
Nitab4.5_0007025g0030	Nitab4.5_0007888g0020	0.046796237	MYB	TF
Nitab4.5_0001865g0010	Nitab4.5_0000167g0130	0.046780352	HB	TF
Nitab4.5_0001778g0090	Nitab4.5_0005006g0040	0.046775076	HSF	TF
Nitab4.5_0000644g0190	Nitab4.5_0000345g0070	0.046774106	C3H	TF
Nitab4.5_0002419g0050	Nitab4.5_0004861g0040	0.046742302	AP2-EREBP	TF
Nitab4.5_0000508g0140	Nitab4.5_0021810g0010	0.046738583	WRKY	TF
Nitab4.5_0000599g0020	Nitab4.5_0003771g0010	0.046731637	MADS	TF
Nitab4.5_0000304g0070	Nitab4.5_0002279g0030	0.046725952	ARF	TF
Nitab4.5_0004246g0040	Nitab4.5_0001190g0040	0.046704717	RWP-RK	TF
Nitab4.5_0001231g0050	Nitab4.5_0005492g0080	0.04669942	AP2-EREBP	TF
Nitab4.5_0000188g0310	Nitab4.5_0001961g0060	0.046696527	NAC	TF
Nitab4.5_0001778g0090	Nitab4.5_0000316g0100	0.046680426	HSF	TF
Nitab4.5_0011780g0020	Nitab4.5_0000040g0470	0.046659173	bZIP	TF
Nitab4.5_0025760g0010	Nitab4.5_0007375g0020	0.046640972	WRKY	TF
Nitab4.5_0000913g0020	Nitab4.5_0008566g0010	0.046637296	NAC	TF
Nitab4.5_0007375g0020	Nitab4.5_0000350g0050	0.046625541	WRKY	TF
Nitab4.5_0000280g0010	Nitab4.5_0000300g0090	0.046616052	AP2-EREBP	TF
Nitab4.5_0001930g0010	Nitab4.5_0000043g0320	0.046587067	mTERF	TF
Nitab4.5_0002234g0050	Nitab4.5_0000040g0410	0.046559094	GRAS	TF
Nitab4.5_0015619g0010	Nitab4.5_0005754g0060	0.046556708	ABI3VP1	TF
Nitab4.5_0000021g0670	Nitab4.5_0003310g0030	0.046538163	HSF	TF
Nitab4.5_0007330g0040	Nitab4.5_0009044g0040	0.046528245	DBP	TF
Nitab4.5_0004605g0080	Nitab4.5_0000124g0040	0.046518948	HB	TF
Nitab4.5_0010381g0010	Nitab4.5_0002008g0070	0.046511754	bHLH	TF
Nitab4.5_0000533g0010	Nitab4.5_0014911g0010	0.046472919	AP2-EREBP	TF
Nitab4.5_0000989g0080	Nitab4.5_0000374g0060	0.046470423	C2C2-CO-like	TF
Nitab4.5_0001180g0220	Nitab4.5_0005492g0080	0.046460278	MYB	TF
Nitab4.5_0007330g0040	Nitab4.5_0014121g0010	0.046439561	DBP	TF
Nitab4.5_0002543g0050	Nitab4.5_0002162g0080	0.046429613	bZIP	TF
Nitab4.5_0001453g0100	Nitab4.5_0004482g0020	0.046414642	C3H	TF
Nitab4.5_0000188g0310	Nitab4.5_0014911g0010	0.046368114	NAC	TF
Nitab4.5_0001962g0080	Nitab4.5_0005710g0040	0.046364698	RWP-RK	TF
Nitab4.5_0000850g0070	Nitab4.5_0011597g0020	0.046361286	G2-like	TF
Nitab4.5_0025760g0010	Nitab4.5_0001842g0070	0.046349336	WRKY	TF
Nitab4.5_0007375g0020	Nitab4.5_0001461g0050	0.046315161	WRKY	TF
Nitab4.5_0003219g0010	Nitab4.5_0010112g0010	0.046303034	AP2-EREBP	TF
Nitab4.5_0002589g0060	Nitab4.5_0002799g0040	0.046299835	Sigma70-like	TF
Nitab4.5_0003219g0010	Nitab4.5_0002631g0030	0.046291243	AP2-EREBP	TF
Nitab4.5_0009447g0010	Nitab4.5_0002728g0050	0.046257331	bZIP	TF
Nitab4.5_0004821g0020	Nitab4.5_0000402g0010	0.046233448	MYB	TF
Nitab4.5_0009447g0010	Nitab4.5_0000565g0130	0.046216614	bZIP	TF
Nitab4.5_0000070g0110	Nitab4.5_0000037g0370	0.046192468	MYB	TF
Nitab4.5_0025760g0010	Nitab4.5_0002010g0010	0.046173336	WRKY	TF
Nitab4.5_0002304g0070	Nitab4.5_0005838g0020	0.046168824	C2C2-GATA	TF
Nitab4.5_0010633g0050	Nitab4.5_0003384g0010	0.046168148	MYB	TF
Nitab4.5_0007454g0020	Nitab4.5_0000110g0640	0.046122476	bZIP	TF
Nitab4.5_0006156g0010	Nitab4.5_0001991g0040	0.046112351	S1Fa-like	TF
Nitab4.5_0006850g0020	Nitab4.5_0001308g0040	0.046109312	bHLH	TF
Nitab4.5_0001105g0150	Nitab4.5_0010146g0020	0.046107222	LOB	TF
Nitab4.5_0003477g0040	Nitab4.5_0005874g0040	0.046101584	bHLH	TF
Nitab4.5_0010633g0050	Nitab4.5_0000508g0140	0.046089801	MYB	TF
Nitab4.5_0006144g0030	Nitab4.5_0001485g0210	0.046068245	MYB	TF
Nitab4.5_0000644g0190	Nitab4.5_0000782g0120	0.046064318	C3H	TF
Nitab4.5_0000188g0310	Nitab4.5_0000509g0010	0.04605462	NAC	TF
Nitab4.5_0000974g0020	Nitab4.5_0001297g0050	0.046052386	C2C2-CO-like	TF
Nitab4.5_0000974g0020	Nitab4.5_0003546g0010	0.046048534	C2C2-CO-like	TF
Nitab4.5_0000673g0080	Nitab4.5_0000099g0270	0.046044896	MYB	TF
Nitab4.5_0001778g0090	Nitab4.5_0000116g0120	0.046033826	HSF	TF
Nitab4.5_0010633g0050	Nitab4.5_0005345g0050	0.04602979	MYB	TF
Nitab4.5_0002715g0060	Nitab4.5_0009785g0060	0.046027283	GRAS	TF
Nitab4.5_0003477g0040	Nitab4.5_0000105g0250	0.046025002	bHLH	TF
Nitab4.5_0000116g0020	Nitab4.5_0000403g0080	0.046016797	MYB	TF
Nitab4.5_0000021g0670	Nitab4.5_0004147g0050	0.045991037	HSF	TF
Nitab4.5_0008488g0010	Nitab4.5_0000462g0110	0.045981251	MYB	TF
Nitab4.5_0005709g0020	Nitab4.5_0003774g0010	0.045978282	TCP	TF
Nitab4.5_0000497g0200	Nitab4.5_0006329g0010	0.045951206	LIM	TF
